UID,ANTENNA,BAND,BB,CALDATA_ID,FREQMIN,FREQMAX,TIME,trec_X,trec_Y,tsys_X,tsys_Y,sbgain_X,sbgain_Y
uid://A002/Xa2300a/Xa8a,DV15,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9820715,0.6303833
uid://A002/Xa2300a/Xa8a,DV15,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9772646,0.5899714
uid://A002/Xa2300a/Xa8a,DA47,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9888966,0.9896538
uid://A002/Xa2300a/Xa8a,DA47,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.970531,0.9686935
uid://A002/Xa2300a/Xa8a,DA57,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.97578865,0.9829811
uid://A002/Xa2300a/Xa8a,DA57,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.96965027,0.97997683
uid://A002/Xa2300a/Xa8a,DV05,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9834888,0.9929138
uid://A002/Xa2300a/Xa8a,DV05,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9817258,0.99164844
uid://A002/Xa2300a/Xa8a,DV16,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9826373,0.9878197
uid://A002/Xa2300a/Xa8a,DV16,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98851496,0.98705757
